regionid,regiontype,relativesignificance,subclass,regionname,regionnamelong,parentregionid
3000458848,City,,,Fraserville,"Fraserville, Ontario, Canada",553248635740521954
553248621562268943,Point of Interest,,,Baxter Creek Golf Club,"Baxter Creek Golf Club, Cavan-Monaghan, Ontario, Canada",553248635740521954
553248621562268947,Point of Interest,,,Keystone Links Golf and Country Club,"Keystone Links Golf and Country Club, Cavan-Monaghan, Ontario, Canada",553248635740521954
553248621562268949,Point of Interest,,,Heron Landing Golf Club,"Heron Landing Golf Club, Cavan-Monaghan, Ontario, Canada",553248635740521954
3000374437,City,,,Blyth,"Blyth, Ontario, Canada",553248635740522043
3000439171,City,,,Richards Landing,"Richards Landing, St. Joseph, Ontario, Canada",553248635740522088
553248621593121191,Point of Interest,,,St. Joseph Island Museum,"St. Joseph Island Museum, St. Joseph, Ontario, Canada",553248635740522088
3000408287,City,,,Colchester,"Colchester, Town of Essex, Ontario, Canada",553248635740522107
3000480098,City,,,Harrow,"Harrow, Town of Essex, Ontario, Canada",553248635740522107
3000481263,City,,,Essex,"Essex, Town of Essex, Ontario, Canada",553248635740522107
553248621532864670,Point of Interest,,,Sanson Estate Winery,"Sanson Estate Winery, Town of Essex, Ontario, Canada",553248635740522107
553248621532864673,Point of Interest,,,Erie Shore Vineyard,"Erie Shore Vineyard, Town of Essex, Ontario, Canada",553248635740522107
553248621532864674,Point of Interest,,,Sprucewood Shores Estate Winery,"Sprucewood Shores Estate Winery, Town of Essex, Ontario, Canada",553248635740522107
553248621532864676,Point of Interest,,,Cooper's Hawk Vineyards,"Cooper's Hawk Vineyards, Town of Essex, Ontario, Canada",553248635740522107
553248621532865310,Point of Interest,,,Muscedere Vineyards,"Muscedere Vineyards, Town of Essex, Ontario, Canada",553248635740522107
3000438785,City,,,Glencoe,"Glencoe, Southwest Middlesex, Ontario, Canada",553248635740522199
59192,City,,,Tobermory,"Tobermory, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
6336308,City,,,Lion's Head,"Lion's Head, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
6358030,City,,,Ferndale,"Ferndale, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
6358044,City,,,Dyer's Bay,"Dyer's Bay, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
3000009053,City,,,Miller Lake,"Miller Lake, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
3000419239,City,,,Stokes Bay,"Stokes Bay, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
6089589,Point of Interest,,tree,Bruce Peninsula National Park,"Bruce Peninsula National Park, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
6089591,Point of Interest,,tree,Fathom Five National Marine Park,"Fathom Five National Marine Park, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
6339924,Point of Interest,,regional,Bruce Peninsula,"Bruce Peninsula, Ontario, Canada",553248635740522223
553248621562269350,Point of Interest,,,Cyprus Lake,"Cyprus Lake, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
553248622100300288,Point of Interest,,regional,Dyer's Bay Beach,"Dyer's Bay Beach, Northern Bruce Peninsula, Ontario, Canada",553248635740522223
6336296,City,,,Sauble Beach,"Sauble Beach, Ontario, Canada",553248635740522306
6336297,City,,,Wiarton,"Wiarton, Ontario, Canada",553248635740522306
3000009006,City,,,Red Bay,"Red Bay, South Bruce Peninsula, Ontario, Canada",553248635740522306
3000401738,City,,,Allenford,"Allenford, Ontario, Canada",553248635740522306
3000413287,City,,,Hope Bay,"Hope Bay, Ontario, Canada",553248635740522306
553248621532864932,Point of Interest,,,Sauble Falls Provincial Park,"Sauble Falls Provincial Park, South Bruce Peninsula, Ontario, Canada",553248635740522306
553248635950860655,Point of Interest,,,Sauble Speedway,"Sauble Speedway, South Bruce Peninsula, Ontario, Canada",553248635740522306
553248623139601809,City,,,McArthurs Mills,"McArthurs Mills, Ontario, Canada",553248635740522371
58578,City,,,Beaverton,"Beaverton, Brock, Ontario, Canada",553248635740522420
3000444870,City,,,Sunderland,"Sunderland, Brock, Ontario, Canada",553248635740522420
3000480110,City,,,Cannington,"Cannington, Brock, Ontario, Canada",553248635740522420
3000451633,City,,,Evansville,"Evansville, Ontario, Canada",553248635740522500
3000395384,City,,,Thorndale,"Thorndale, Thames Centre, Ontario, Canada",553248635740522507
3000469277,City,,,Putnam,"Putnam, Thames Centre, Ontario, Canada",553248635740522507
181892,City,,,Nobel,"Nobel, Ontario, Canada",553248635740522514
553248621562269351,Point of Interest,,,Killbear Provincial Park,"Killbear Provincial Park, Carling, Ontario, Canada",553248635740522514
6288891,City,,,Harwood,"Harwood, Ontario, Canada",553248635740522531
6341750,City,,,Gores Landing,"Gores Landing, Hamilton, Ontario, Canada",553248635740522531
6292332,Point of Interest,,golf,Ash Brook Golf Club,"Ash Brook Golf Club, Hamilton, Ontario, Canada",553248635740522531
553248621562268942,Point of Interest,,,Roxburgh Glen Golf Club,"Roxburgh Glen Golf Club, Hamilton, Ontario, Canada",553248635740522531
553248621579051411,Point of Interest,,,Rice Lake Conservation Area,"Rice Lake Conservation Area, Ontario, Canada",553248635740522531
181903,City,,,Rockland,"Rockland, Clarence-Rockland, Ontario, Canada",553248635740522577
6346742,City,,,Bourget,"Bourget, Clarence-Rockland, Ontario, Canada",553248635740522577
6288657,City,,,Carnarvon,"Carnarvon, Minden Hills, Ontario, Canada",553248635740522742
6288943,City,,,Minden,"Minden, Minden Hills, Ontario, Canada",553248635740522742
6153316,City,,,Long Sault,"Long Sault, South Stormont, Ontario, Canada",553248635740522776
6292808,City,,,St Andrews West,"St Andrews West, South Stormont, Ontario, Canada",553248635740522776
3000470294,City,,,Ingleside,"Ingleside, South Stormont, Ontario, Canada",553248635740522776
6269070,Point of Interest,,museums,Lost Villages Museum,"Lost Villages Museum, South Stormont, Ontario, Canada",553248635740522776
6269076,Point of Interest,,sunglass,Mille Roches Island Beach,"Mille Roches Island Beach, South Stormont, Ontario, Canada",553248635740522776
6292099,Point of Interest,,stadium,Cornwall Motor Speedway,"Cornwall Motor Speedway, Ontario, Canada",553248635740522776
6294248,Point of Interest,,museums,Raisin River Heritage Centre,"Raisin River Heritage Centre, Ontario, Canada",553248635740522776
6340106,Point of Interest,,tree,Long Sault Parkway,"Long Sault Parkway, South Stormont, Ontario, Canada",553248635740522776
553248621562269049,Point of Interest,,,Deseronto Waterfront Trail,"Deseronto Waterfront Trail, South Stormont, Ontario, Canada",553248635740522776
4124,City,,,Earlton,"Earlton, Armstrong, Ontario, Canada",553248635740522870
3000401739,City,,,Cape Croker,"Cape Croker, Neyaashiinigmiing 27, Ontario, Canada",553248635740522960
181896,City,,,Paris,"Paris, County of Brant, Ontario, Canada",553248635740522974
6353003,City,,,St. George,"St. George, County of Brant, Ontario, Canada",553248635740522974
6353004,City,,,Scotland,"Scotland, County of Brant, Ontario, Canada",553248635740522974
553248621532864761,Point of Interest,,,Pinehurst Lake Conservation Area,"Pinehurst Lake Conservation Area, County of Brant, Ontario, Canada",553248635740522974
553248621532864829,Point of Interest,,,Brantford Twin Valley Zoo,"Brantford Twin Valley Zoo, County of Brant, Ontario, Canada",553248635740522974
6281363,Point of Interest,,sunglass,Nipissing Beach,"Nipissing Beach, Callander, Nipissing Township, Ontario, Canada",553248635740523106
553248621569101410,Point of Interest,,,Kawawaymog Lake Access Point,"Kawawaymog Lake Access Point, Nipissing Township, Canada",553248635740523106
6330586,Point of Interest,,tree,Kap-Kig-Iwan Provincial Park,"Kap-Kig-Iwan Provincial Park, Charlton and Dack, Ontario, Canada",553248635740523125
3000446426,City,,,Hagersville,"Hagersville, New Credit 40A, Ontario, Canada",553248635740523203
181889,City,,,Minett,"Minett, Muskoka Lakes, Ontario, Canada",553248635740523284
181897,City,,,Port Carling,"Port Carling, Muskoka Lakes, Ontario, Canada",553248635740523284
181916,City,,,Windermere,"Windermere, Muskoka Lakes, Ontario, Canada",553248635740523284
6216325,City,,,Torrance,"Torrance, Muskoka Lakes, Ontario, Canada",553248635740523284
6352608,City,,,Bala,"Bala, Muskoka Lakes, Ontario, Canada",553248635740523284
6353292,City,,,Utterson,"Utterson, Muskoka Lakes, Ontario, Canada",553248635740523284
6352605,Point of Interest,,tree,Lake Muskoka,"Lake Muskoka, Ontario, Canada",553248635740523284
6336306,City,,,Listowel,"Listowel, North Perth, Ontario, Canada",553248635740523454
6343255,City,,,Killaloe,"Killaloe, Ontario, Canada",553248635740523510
553248634248527394,Point of Interest,,,Sainte-Ursule Falls Park,"Sainte-Ursule Falls Park, Sainte-Ursule, Quebec, Canada",553248635740535511
6294191,Point of Interest,,tree,Bonnechere Provincial Park,"Bonnechere Provincial Park, Killaloe, Hagarty and Richards, Ontario, Canada",553248635740523510
6292573,Point of Interest,,sunglass,Saint-Gabriel-de-Brandon Public Beach,"Saint-Gabriel-de-Brandon Public Beach, Saint-Gabriel, Quebec, Canada",553248635740523577
553248621556326063,Point of Interest,,,Saint-Flavien Catholic Church,"Saint-Flavien Catholic Church, Saint-Flavien, Quebec, Canada",553248635740523672
553248621560906735,Point of Interest,,,Fairy Hole Cavern Park,"Fairy Hole Cavern Park, Quebec, Canada",553248635740523682
553248621532865886,Point of Interest,,,Val Chester,"Val Chester, Chesterville, Quebec, Canada",553248635740525582
6297133,Point of Interest,,tree,Tomifobia Nature Trail,"Tomifobia Nature Trail, Stanstead-Est, Quebec, Canada",553248635740526766
553248621532865837,Point of Interest,,,LongChamp Academy & Golf Club,"LongChamp Academy & Golf Club, Stanstead-Est, Quebec, Canada",553248635740526766
6249169,Point of Interest,,tree,Parc de la Francophonie,"Parc de la Francophonie, Saint-Narcisse-de-Beaurivage, Quebec, Canada",553248635740529244
181963,City,,,Riviere la Madeleine,"Riviere la Madeleine, Riviere la Madeleine, Sainte-Madeleine-de-la-Rivière-Madeleine, Quebec, Canada",553248635740529440
553248621558144263,Point of Interest,,,Cap Madeleine Church,"Cap Madeleine Church, Quebec, Canada",553248635740529440
553248621532738371,Point of Interest,,,Ocean Tribe Scuba Diving,"Ocean Tribe Scuba Diving, Havelock, Quebec, Canada",553248635740531100
3000480544,City,,,Kipawa,"Kipawa, Quebec, Canada",553248635740531113
553248635922902079,Point of Interest,,,Historic Site of the Trappist Fathers,"Historic Site of the Trappist Fathers, Sainte-Justine, Quebec, Canada",553248635740531533
6089537,Point of Interest,,skiing,Massif du Sud,"Massif du Sud, Quebec, Canada",553248635740531548
553248621532865521,Point of Interest,,,Super Aqua Club,"Super Aqua Club, Pointe-Calumet, Quebec, Canada",553248635740531563
553248621532865807,Point of Interest,,,Erabliere Charbonneau,"Erabliere Charbonneau, Mont-Saint-Grégoire, Quebec, Canada",553248635740532818
553248621563221725,Point of Interest,,,Lake St Joseph,"Lake St Joseph, Lac-Saint-Joseph, Quebec, Canada",553248635740532836
553248621532865829,Point of Interest,,,Domaine Les Brome,"Domaine Les Brome, Brome, Quebec, Canada",553248635740534082
553248635407566441,Point of Interest,,,Chasse-galerie cultural cafe,"Chasse-galerie cultural cafe, Lavaltrie, Quebec, Canada",553248635740534139
6309232,Point of Interest,,golf,Lorraine Golf Club,"Lorraine Golf Club, Lorraine, Quebec, Canada",553248635740534168
179944,City,,,Mansonville,"Mansonville, Potton, Quebec, Canada",553248635740534251
553248621532865505,Point of Interest,,,Le relais Campagnard,"Le relais Campagnard, Sainte-Barbe, Quebec, Canada",553248635740534355
6264492,Point of Interest,,tree,Nicolet Bird Sanctuary,"Nicolet Bird Sanctuary, Quebec, Canada",553248635740534368
6295500,Point of Interest,,museums,Aster Museum and Observatory,"Aster Museum and Observatory, Saint-Louis-du-Ha! Ha!, Quebec, Canada",553248635740534449
553248621532866090,Point of Interest,,,Parc Nature de Pointe aux Outardes,"Parc Nature de Pointe aux Outardes, Pointe-aux-Outardes, Quebec, Canada",553248635740534606
6089559,Point of Interest,,skiing,Parc du Mont-Comi,"Parc du Mont-Comi, Saint-Donat, Quebec, Canada",553248635740534686
6340183,City,,,Georgeville,"Georgeville, Stanstead Township, Quebec, Canada",553248635740534952
553248621532865870,Point of Interest,,,le Parc Historique de la Poudriere de Windsor,"le Parc Historique de la Poudriere de Windsor, Windsor, Quebec, Canada",553248635740535086
6169565,Point of Interest,,icecream,Omega Park,"Omega Park, Notre-Dame-de-Bonsecours, Quebec, Canada",553248635740535099
553248621532865891,Point of Interest,,,Tour D'Observation La Montagnaise,"Tour D'Observation La Montagnaise, Saint-Malo, Canada",553248635740535116
553248621533087845,Point of Interest,,,Musée d’Art Contemporain des Laurentides,"Musée d’Art Contemporain des Laurentides, Lantier, Quebec, Canada",553248635740535154
6293338,City,,,Grandes-Bergeronnes,"Grandes-Bergeronnes, Les Bergeronnes, Quebec, Canada",553248635740535282
553248621532865900,Point of Interest,,,Velorail,"Velorail, Beaulac-Garthby, Quebec, Canada",553248635740535504
6215856,Train Station,,,Pincourt-Terrasse-Vaudreuil Station,"Pincourt-Terrasse-Vaudreuil Station, Terrasse-Vaudreuil, Quebec, Canada",553248635740535537
553248621532865888,Point of Interest,,,Mont Hereford,"Mont Hereford, East Hereford, Quebec, Canada",553248635740535572
553248621532865889,Point of Interest,,,Circuits Frontieres,"Circuits Frontieres, East Hereford, Quebec, Canada",553248635740535572
553248621532865890,Point of Interest,,,Jardin Sapins et Merveilles,"Jardin Sapins et Merveilles, East Hereford, Quebec, Canada",553248635740535572
6295259,City,,,Stanstead Plain,"Stanstead Plain, Stanstead, Quebec, Canada",553248635740535643
6299549,Point of Interest,,golf,Club de Golf de Berthier,"Club de Golf de Berthier, Sainte-Geneviève-de-Berthier, Quebec, Canada",553248635740535655
3000009117,City,,,Grande-Ligne,"Grande-Ligne, Saint-Blaise-sur-Richelieu, Quebec, Canada",553248635740535675
6316549,City,,,Squatec,"Squatec, Saint-Michel-du-Squatec, Quebec, Canada",553248635740535715
553248621562270241,Point of Interest,,,Golf Du Moulin Laflamme,"Golf Du Moulin Laflamme, Saint-Benoît-Labre, Quebec, Canada",553248635740535816
6309188,Point of Interest,,golf,Golf Club Bonniebrook,"Golf Club Bonniebrook, Saint-Colomban, Quebec, Canada",553248635740535874
553248621564993953,Point of Interest,,,Schefferville Montagnais Center,"Schefferville Montagnais Center, Matimekosh, Quebec, Canada",553248635740536217
553248621562269931,Point of Interest,,,Golf Le Champetre,"Golf Le Champetre, Sainte-Anne-des-Plaines, Quebec, Canada",553248635740536226
3967,City,,,Harrington Harbour,"Harrington Harbour, Côte-Nord-du-Golfe-du-Saint-Laurent, Quebec, Canada",553248635740536239
4172,City,,,Gethsemani,"Gethsemani, Côte-Nord-du-Golfe-du-Saint-Laurent, Quebec, Canada",553248635740536239
4181,City,,,Kegaska,"Kegaska, Côte-Nord-du-Golfe-du-Saint-Laurent, Quebec, Canada",553248635740536239
4198,City,,,Tete a la Baleine,"Tete a la Baleine, Côte-Nord-du-Golfe-du-Saint-Laurent, Quebec, Canada",553248635740536239
6069885,City,,,Chevery,"Chevery, Côte-Nord-du-Golfe-du-Saint-Laurent, Quebec, Canada",553248635740536239
6297530,Point of Interest,,golf,Drummond Golf Club,"Drummond Golf Club, Saint-Majorique-de-Grantham, Quebec, Canada",553248635740536278
6241522,Point of Interest,,tree,Morgan Arboretum,"Morgan Arboretum, Sainte-Anne-de-Bellevue, Quebec, Canada",553248635740536293
6262838,Point of Interest,,golf,Joliette Golf Club,"Joliette Golf Club, Saint-Charles-Borromée, Quebec, Canada",553248635740538148
6299122,Point of Interest,,golf,Club De Golf L'Epiphanie,"Club De Golf L'Epiphanie, L'Épiphanie, Quebec, Canada",553248635740538163
3000402127,City,,,Ladysmith,"Ladysmith, Thorne, Quebec, Canada",553248635740538428
6233309,Point of Interest,,tree,Matane Wildlife Reserve,"Matane Wildlife Reserve, Matane, Quebec, Canada",553248635740538445
553248621594952134,Point of Interest,,,Helene Waterfall,"Helene Waterfall, Rivière-Bonjour, Quebec, Canada",553248635740538445
